acousticness,tempo,artist,genre,year,duration_ms,song
0.0161,150.053,T.I.,"hip hop, pop",2008,249533,Whatever You Like
0.0903,148.062,Big Brovaz,pop,2001,201480,Nu Flow
0.00937,98.992,Ariana Grande,pop,2014,236133,Love Me Harder
0.00474,130.0,Black Eyed Peas,"hip hop, pop",2009,284373,Meet Me Halfway
0.136,99.96,Post Malone,hip hop,2019,149546,Wow.
0.0178,106.676,Ronan Keating,"pop, rock",2000,212973,Lovin' Each Day
0.173,136.859,Faith Hill,"pop, country",1999,250546,Breathe
0.15,168.112,Polo G,hip hop,2019,166560,Pop Out (feat. Lil Tjay)
0.0561,89.972,Sia,pop,2016,224813,Cheap Thrills (feat. Sean Paul)
0.249,104.02,Drake,"hip hop, pop, R&B",2009,357706,Forever
0.441,116.838,Flume,Dance/Electronic,2016,233337,Never Be Like You
0.063,99.987,Fifth Harmony,pop,2015,224573,Worth It (feat. Kid Ink)
0.00144,141.04,P!nk,pop,2006,214386,U + Ur Hand
0.212,139.993,Ultrabeat,"pop, Dance/Electronic",2003,201920,Pretty Green Eyes - Radio Edit
0.0264,118.992,Lady Gaga,pop,2008,241933,Just Dance
0.104,100.15,Black Eyed Peas,"hip hop, pop",2003,214893,Hey Mama
0.0897,86.444,Asher Roth,"hip hop, pop",2009,241933,I Love College
0.00437,117.002,Kardinal Offishall,"hip hop, pop, R&B",2008,246053,Dangerous
0.0435,100.001,The Chainsmokers,"pop, Dance/Electronic",2015,226738,Roses
0.233,182.12,Fabolous,"hip hop, pop, R&B",2003,295773,Into You (feat. Tamia)
0.126,125.999,Outkast,"hip hop, pop",2003,234000,The Way You Move (feat. Sleepy Brown)
0.0064,129.956,Ariana Grande,pop,2014,214840,Break Free
0.0319,163.971,JAY-Z,hip hop,2003,245173,Dirt Off Your Shoulder
0.0759,100.304,The Kooks,rock,2006,203506,Naive
0.0613,91.881,Tinie Tempah,"hip hop, pop, Dance/Electronic",2010,207653,Written in the Stars (feat. Eric Turner)
0.121,84.878,Lorde,"pop, Dance/Electronic",2013,190185,Royals
0.362,97.954,Destiny's Child,"pop, R&B",2001,221133,"Independent Women, Pt. 1"
0.0233,145.031,Ariana Grande,pop,2018,197546,God is a woman
0.009,124.986,Flo Rida,"hip hop, pop",2009,204640,Right Round
0.124,131.044,DJ Pied Piper & The Masters Of Ceremonies,Dance/Electronic,2001,217120,Do You Really Like It? - Radio Edit
0.0153,93.023,A Boogie Wit da Hoodie,hip hop,2018,189486,Swervin (feat. 6ix9ine)
0.0467,145.959,Daughtry,"pop, rock, metal",2016,215173,It's Not Over
0.115,125.085,Amerie,"hip hop, pop, R&B",2008,238746,1 Thing
0.0491,140.036,Jessie J,"hip hop, pop",2011,195240,Do It Like A Dude
0.00202,126.326,No Doubt,"rock, pop",2003,226053,It's My Life
0.304,118.413,R. City,pop,2015,227480,Locked Away (feat. Adam Levine)
0.119,86.768,Chris Brown,"hip hop, pop, R&B",2005,229040,Yo (Excuse Me Miss)
0.225,100.38,KT Tunstall,"World/Traditional, pop, Folk/Acoustic",2005,201706,Suddenly I See
0.0327,122.01,Taio Cruz,"hip hop, pop",2010,201546,Break Your Heart
0.174,122.803,Desiigner,"hip hop, pop",2016,239853,Tiimmy Turner
0.213,78.521,Jeremih,"hip hop, pop, R&B",2015,238320,oui
0.00225,103.183,Arctic Monkeys,rock,2006,173680,I Bet You Look Good On The Dancefloor
0.106,82.695,Shawn Mendes,pop,2017,187973,Treat You Better
0.314,145.115,Twista,"hip hop, pop, R&B",2004,316053,Slow Jamz
0.0837,144.946,Ayo & Teo,"hip hop, pop",2017,238586,Rolex
0.171,117.932,Estelle,R&B,2008,284733,American Boy
0.0178,84.411,JAY-Z,hip hop,2001,240626,Izzo (H.O.V.A.)
0.00952,155.165,Keri Hilson,"pop, R&B",2009,326186,Knock You Down
0.409,123.279,Ciara,"pop, R&B",2006,267413,Promise
6.79e-05,149.937,Avril Lavigne,pop,2002,204000,Sk8er Boi
0.0387,151.486,Lil Wayne,"hip hop, pop",2008,221840,A Milli
0.301,98.631,JAY-Z,hip hop,2000,227866,I Just Wanna Love U (Give It 2 Me)
0.000182,84.021,Kelis,"pop, R&B, Dance/Electronic",2006,273973,Bossy
0.377,75.007,Lloyd,"hip hop, pop, R&B",2004,277840,Southside
0.0144,90.052,X Ambassadors,"hip hop, rock, pop",2015,195200,Renegades
0.0126,123.002,Philip George,"pop, Dance/Electronic",2014,177560,Wish You Were Mine - Radio Edit
0.00864,174.028,Rihanna,"hip hop, pop, R&B",2008,275986,Umbrella
0.0387,113.021,Banx & Ranx,Dance/Electronic,2018,190920,Answerphone (feat. Yxng Bane)
0.0932,124.915,David Guetta,"hip hop, pop, Dance/Electronic",2014,203520,Lovers on the Sun (feat. Sam Martin)
0.00427,126.342,Eric Prydz,"pop, Dance/Electronic",2004,171360,Call on Me - Radio Mix
0.078,190.151,Chip,"hip hop, Dance/Electronic",2011,237293,Champion (feat. Chris Brown)
0.256,111.98,Drake,"hip hop, pop, R&B",2017,298940,Passionfruit
0.123,74.132,Kendrick Lamar,hip hop,2012,313786,Swimming Pools (Drank) - Extended Version
0.179,186.048,Bobby V.,"hip hop, pop, R&B",2005,258666,"Slow Down - 12"" Version"
0.0281,91.1,Tinie Tempah,"hip hop, pop, Dance/Electronic",2010,268053,Pass Out
0.0179,120.003,Maroon 5,pop,2014,189840,Maps
0.0831,83.235,Birdy,pop,2013,252106,Wings
0.0996,78.502,Mariah Carey,"pop, R&B",2008,204733,Touch My Body
0.0572,77.987,Avril Lavigne,pop,2002,244506,Complicated
0.0195,127.51,Armand Van Helden,"pop, Dance/Electronic",2006,190000,My My My - Radio Edit
0.00034,147.99,Neon Trees,"rock, pop",2010,212306,Animal
0.169,92.063,Snoop Dogg,"hip hop, pop",2004,266066,Drop It Like It's Hot
0.022,149.953,Yo Gotti,"hip hop, pop",2017,276333,Rake It Up (feat. Nicki Minaj)
0.0703,140.022,JLS,pop,2013,195586,Everybody in Love
0.0435,114.965,Martin Jensen,"pop, Dance/Electronic",2016,174933,Solo Dance
0.0467,90.949,Enrique Iglesias,"pop, latin",2014,243386,Bailando - Spanish Version
0.00261,116.01,Dua Lipa,pop,2017,212000,New Rules
0.00145,132.017,Chicane,Dance/Electronic,2016,210786,Don't Give Up
0.0037,130.093,The Vamps,pop,2017,174600,Middle Of The Night
0.0933,100.966,Gesaffelstein,Dance/Electronic,2019,202093,Lost in the Fire (feat. The Weeknd)
0.423,70.543,Leona Lewis,"pop, R&B",2007,257293,A Moment Like This
0.0258,139.986,T2,Dance/Electronic,2017,178613,Heartbroken - Edit
0.0611,104.987,T-Pain,"hip hop, pop, R&B",2007,238800,Bartender (feat. Akon)
0.198,129.998,Usher,"hip hop, pop, R&B",2010,269493,OMG (feat. will.i.am)
0.0868,126.026,Tim Berg,"pop, Dance/Electronic",2010,203960,Seek Bromance - Avicii’s Vocal Edit
0.000821,138.018,Saving Abel,"rock, metal",2008,222826,Addicted
0.0869,155.826,Dr. Dre,hip hop,2011,283733,I Need A Doctor
0.0392,116.967,Shawn Mendes,pop,2019,190799,Señorita
0.00369,97.036,Holly Valance,"pop, Dance/Electronic",2002,204400,Kiss Kiss
0.0966,119.999,Tove Lo,"pop, Dance/Electronic",2014,238426,Talking Body
0.364,112.291,Charlie Puth,pop,2016,199133,Dangerously
0.0915,151.518,Bow Wow,"hip hop, pop, R&B",2005,248493,Let Me Hold You (feat. Omarion)
0.0492,120.0,Muse,rock,2006,212439,Supermassive Black Hole
0.00293,159.873,Keri Hilson,"pop, R&B",2008,248066,Turnin Me On - Original Dirty
0.329,157.98,Adele,"pop, R&B",2015,295502,Hello
0.00052,102.192,The Goo Goo Dolls,"pop, rock",2002,238173,Here Is Gone
0.0185,149.998,Soulja Boy,"hip hop, pop",2008,193386,Kiss Me Thru The Phone
0.278,127.673,Ray J,"hip hop, pop, R&B",2005,337640,One Wish
0.0395,121.996,Enrique Iglesias,"pop, latin",1999,219360,Be With You
0.189,108.002,Years & Years,"pop, Dance/Electronic",2015,255506,Shine
0.0839,100.163,Daft Punk,"hip hop, Dance/Electronic",2013,353893,Lose Yourself to Dance (feat. Pharrell Williams)
0.251,140.969,Russ Millions,pop,2019,252906,Keisha & Becky - Remix
0.272,100.001,Avicii,"pop, Dance/Electronic",2019,157202,SOS (feat. Aloe Blacc)
0.02,144.705,LeAnn Rimes,"pop, country",2001,229826,I Need You
0.0105,114.912,Tinchy Stryder,"pop, Dance/Electronic",2009,212773,Number 1
0.0011,128.93,P!nk,pop,2001,192533,Get the Party Started
0.0755,127.435,Bastille,"pop, rock",2013,214147,Pompeii
0.00107,100.014,DJ Snake,"hip hop, pop, Dance/Electronic",2013,213733,Turn Down for What
0.0598,99.933,One Direction,pop,2015,230333,Perfect
0.0891,93.372,Drake,"hip hop, pop, R&B",2018,210746,Nice For What
0.0873,127.96,Black Eyed Peas,"hip hop, pop",2009,289133,I Gotta Feeling
0.0141,196.093,DJ Snake,"hip hop, pop, Dance/Electronic",2014,247266,You Know You Like It
0.0216,83.014,Cam’ron,"hip hop, pop",2002,204706,Oh Boy
0.000665,139.048,Two Door Cinema Club,"World/Traditional, rock, pop",2010,189693,What You Know
0.00453,126.03,John Newman,set(),2013,239894,Love Me Again
0.00189,116.529,Staind,"rock, metal",2001,264706,It's Been Awhile
0.103,95.997,Taylor Swift,pop,2014,231826,Blank Space
0.342,99.738,Musiq Soulchild,"pop, R&B",2000,304666,Love
0.0228,131.951,Britney Spears,pop,2011,237946,Till the World Ends
0.0107,102.516,Will Smith,"hip hop, pop",2020,197666,Switch
0.028,144.833,Desiigner,"hip hop, pop",2016,246761,Panda
0.0626,98.054,Mystikal,"hip hop, pop",2000,256973,Shake Ya Ass
0.568,160.139,The Fray,pop,2009,256613,Never Say Never
0.74,150.073,Alec Benjamin,"rock, pop, Dance/Electronic",2018,169353,Let Me Down Slowly
0.0209,90.04,Alicia Keys,"pop, R&B",2007,253813,No One
0.000665,92.956,The Red Jumpsuit Apparatus,pop,2006,192000,Face Down
0.00248,143.96,Ludacris,"hip hop, pop",2010,201586,How Low
0.00986,112.968,Kelis,"pop, R&B, Dance/Electronic",2003,182626,Milkshake
0.0267,103.035,Robbie Williams,"pop, rock",2000,258560,Rock DJ
0.16,116.59,Plies,"hip hop, pop, R&B",2007,188493,Hypnotized (feat. Akon)
0.393,113.927,Kygo,"pop, Dance/Electronic",2016,271640,Firestone
0.206,97.018,50 Cent,"hip hop, pop",2005,214226,Disco Inferno
0.189,131.105,Omarion,"hip hop, pop, R&B",2006,256426,Ice Box
0.309,115.005,Debelah Morgan,"pop, R&B",2000,220106,Dance with Me
0.00374,87.165,Chris Brown,"hip hop, pop, R&B",2005,186826,Gimme That
0.0966,119.999,Tove Lo,"pop, Dance/Electronic",2014,238426,Talking Body
0.446,142.881,Lady A,"pop, country",2011,218840,Just A Kiss
0.0236,97.994,Tyga,"hip hop, pop",2018,232959,Taste (feat. Offset)
0.0548,127.967,Chris Brown,"hip hop, pop, R&B",2012,222306,Don't Wake Me Up
0.154,78.946,Plies,"hip hop, pop, R&B",2008,240760,"Bust It Baby, Pt. 2 (feat. Ne-Yo)"
0.0547,125.002,Joel Corry,"pop, Dance/Electronic",2019,188640,Sorry
0.537,121.996,Alok,"pop, Dance/Electronic",2016,192846,Hear Me Now
0.0271,151.99,Fall Out Boy,rock,2013,186826,My Songs Know What You Did In The Dark (Light Em Up)
0.0619,94.332,Eve,"hip hop, pop, R&B",2002,239266,Gangsta Lovin'
0.0343,100.46,Mary Mary,R&B,2000,198346,Shackles (Praise You)
0.00485,113.996,Maroon 5,pop,2007,211080,Makes Me Wonder
0.284,100.024,Shakira,"pop, latin",2005,218093,Hips Don't Lie (feat. Wyclef Jean)
0.403,128.011,Rita Ora,"hip hop, pop, Dance/Electronic",2014,203466,I Will Never Let You Down
0.207,94.812,Lupe Fiasco,"hip hop, pop",2007,289000,Superstar (feat. Matthew Santos)
0.00552,203.911,YG,"hip hop, pop",2018,237240,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)"
0.067,99.581,Next,"hip hop, pop, R&B",2004,243666,Wifey
0.00316,123.229,Red Hot Chili Peppers,rock,1999,255373,Otherside
0.614,87.312,Kanye West,hip hop,2004,193733,Jesus Walks
0.0499,126.99,Dirty Vegas,Dance/Electronic,2002,432146,Days Go By
0.0874,117.029,Kasabian,rock,2009,252279,Fire
0.23,79.635,"Tyler, The Creator",hip hop,2019,190066,EARFQUAKE
0.00499,102.757,Kelly Rowland,"hip hop, pop, R&B",2010,207920,Work
0.000966,124.599,Lifehouse,"pop, rock, metal",2000,216360,Hanging By A Moment
0.67,159.738,Frank Ocean,"hip hop, pop, R&B",2016,184516,Pink + White
0.0444,113.053,Ciara,"pop, R&B",2005,202213,"1, 2 Step (feat. Missy Elliott) - Main"
0.0199,125.25,D12,"hip hop, pop, rock",2001,304506,Purple Pills
0.237,116.972,Scissor Sisters,"pop, rock, Dance/Electronic",2004,266040,Comfortably Numb
0.0459,144.072,Nickelback,"rock, metal",2005,252040,Rockstar
0.0167,127.029,Cascada,"hip hop, pop, Dance/Electronic",2009,207200,Evacuate The Dancefloor
0.497,120.315,Limp Bizkit,metal,2003,269973,Behind Blue Eyes
0.00188,82.48,Lil Wayne,"hip hop, pop",2008,244626,Got Money
0.0253,128.06,PARTYNEXTDOOR,"hip hop, pop, R&B",2016,202661,Not Nice
0.352,99.99,Cassie,"pop, R&B",2006,192213,Me & U
0.00144,192.205,P!nk,pop,2012,230733,True Love (feat. Lily Allen)
0.352,134.036,The Wanted,"pop, Dance/Electronic",2010,205200,All Time Low
0.00657,126.025,Kesha,"pop, Dance/Electronic",2012,214333,C'Mon
0.227,168.189,Nelly,"hip hop, pop, R&B",2002,289160,Dilemma
0.729,90.838,Petit Biscuit,Dance/Electronic,2015,237792,Sunset Lover
0.00305,82.962,Kanye West,hip hop,2007,207000,Good Life
0.263,93.118,Brandy,"hip hop, pop, R&B",2002,253200,What About Us?
0.00935,109.781,Puddle Of Mudd,"rock, metal",2001,216760,She Hates Me
0.966,109.599,Britney Spears,pop,2003,230306,Everytime
0.0169,98.016,Camila Cabello,pop,2019,207038,Liar
0.144,122.979,Tom Jones,"rock, Folk/Acoustic, easy listening",1999,211893,Sexbomb
0.134,130.034,Gym Class Heroes,"hip hop, pop",2011,222213,Ass Back Home (feat. Neon Hitch)
0.00189,134.465,Girls Aloud,"pop, Dance/Electronic",2003,220360,Jump
0.00627,124.021,Olly Murs,"pop, Dance/Electronic",2012,206373,Dear Darlin'
0.269,121.908,Jax Jones,"hip hop, pop, Dance/Electronic",2019,169303,All Day And Night
0.37,134.079,Mis-Teeq,"pop, Dance/Electronic",2004,207400,All I Want - Sunship Radio Edit
0.106,125.04,Sean Paul,"hip hop, pop",2005,218573,Temperature
0.0244,148.075,Fetty Wap,"hip hop, pop",2015,222093,Trap Queen
0.0055,185.934,Adam Lambert,pop,2009,227320,Whataya Want from Me
0.0654,84.786,The Script,"pop, rock",2012,202533,Hall of Fame (feat. will.i.am)
0.122,76.0,Justin Timberlake,pop,2006,448573,What Goes Around.../...Comes Around (Interlude)
0.0956,143.955,Khalid,"pop, R&B",2018,201707,Love Lies (with Normani)
0.000385,114.999,Elvis Presley,"rock, easy listening",2002,211506,A Little Less Conversation - JXL Radio Edit Remix
0.0135,95.027,DMX,"hip hop, pop",2007,217586,X Gon' Give It To Ya
0.00423,118.991,99 Souls,Dance/Electronic,2016,216613,The Girl Is Mine
0.00342,137.616,Jeezy,"hip hop, pop",2008,321293,Put On
0.0752,91.974,Rihanna,"hip hop, pop, R&B",2016,219320,Work
0.32,127.037,Jason Aldean,country,2010,229413,Dirt Road Anthem
0.285,121.983,Shakira,"pop, latin",2009,188866,She Wolf
0.0875,89.782,Papa Roach,"rock, metal",2004,208199,Scars
0.053,83.066,Selena Gomez,pop,2014,227373,The Heart Wants What It Wants
0.0267,96.976,2Pac,hip hop,2001,266506,Until The End Of Time
0.00408,107.995,Adele,"pop, R&B",2011,242973,Set Fire to the Rain
0.0996,91.868,Sugababes,"pop, R&B",2002,195866,Freak Like Me
0.258,75.023,XXXTENTACION,hip hop,2018,166605,SAD!
0.649,124.938,Klingande,"pop, Dance/Electronic",2013,201626,Jubel - Radio Edit
0.555,127.932,Alicia Keys,"pop, R&B",2003,284160,Diary (feat. Tony! Toni! Tone! & Jermaine Paul)
0.00828,125.953,Icona Pop,"pop, Dance/Electronic",2012,156773,I Love It
0.082,76.035,Dem Franchize Boyz,"hip hop, pop",2006,229813,"Lean Wit It, Rock Wit It"
0.00264,155.096,Lil Uzi Vert,hip hop,2017,182706,XO Tour Llif3
0.0991,127.075,Flo Rida,"hip hop, pop",2012,232946,Wild Ones (feat. Sia)
0.0558,105.049,The Chainsmokers,"pop, Dance/Electronic",2018,197946,This Feeling
0.00487,179.984,Katy Perry,pop,2013,223546,Roar
0.447,150.231,Post Malone,hip hop,2019,174960,Goodbyes (Feat. Young Thug)
0.0982,160.022,Unk,"hip hop, pop",2013,173040,Walk It Out
0.0826,91.969,Céline Dion,pop,2001,259773,A New Day Has Come - Radio Remix
0.00834,97.867,P.O.D.,"rock, metal",2001,256240,Youth of the Nation
0.23,100.025,Rihanna,"hip hop, pop, R&B",2010,263173,What's My Name?
0.022,101.043,Lil Jon & The East Side Boyz,"hip hop, pop",2002,324600,Get Low
0.0408,159.145,Ariana Grande,pop,2016,226160,Side To Side
0.00381,160.517,Zay Hilfigerrr,set(),2016,144244,Juju on That Beat (TZ Anthem)
0.131,118.984,Taylor Swift,pop,2008,236266,Love Story
0.856,127.831,Katie Melua,"pop, easy listening, jazz",2003,252466,The Closest Thing to Crazy
0.0885,170.216,Taylor Swift,pop,2014,211933,Bad Blood
0.0323,139.994,Macklemore,"hip hop, pop",2017,220454,Glorious (feat. Skylar Grey)
0.000747,199.935,Fall Out Boy,rock,2007,212040,"This Ain't A Scene, It's An Arms Race"
0.209,84.039,Eminem,hip hop,2004,250760,Mockingbird
0.251,86.01,Nicki Minaj,"hip hop, pop",2014,269946,Bed Of Lies
0.159,186.249,SAYGRACE,"pop, R&B",2016,201493,You Don't Own Me (feat. G-Eazy)
0.186,119.955,Adam Lambert,pop,2015,208330,Ghost Town
0.0509,101.965,Ying Yang Twins,"hip hop, pop",2003,252440,Salt Shaker
0.00797,107.849,Audioslave,"rock, metal",2002,293960,Like a Stone
0.0144,109.919,Christina Aguilera,pop,2001,264893,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack"
0.0243,95.012,Blue,pop,2002,207186,One Love
8.15e-05,165.182,Arctic Monkeys,rock,2007,172866,Brianstorm
0.00411,99.993,Drake,"hip hop, pop, R&B",2013,227880,"Hold On, We're Going Home"
0.00286,112.238,Eminem,hip hop,2002,290320,Without Me
0.0594,145.082,JAY-Z,hip hop,2013,338413,Holy Grail
0.0014,144.982,Kelly Clarkson,"pop, R&B",2009,211493,My Life Would Suck Without You
0.304,119.988,Ed Sheeran,pop,2014,235382,Sing
0.000569,160.025,5 Seconds of Summer,pop,2014,202496,She Looks So Perfect
0.00798,74.007,Cherish,"hip hop, pop, R&B",2006,226293,Do It To It
0.0839,180.184,Nelly Furtado,"hip hop, pop, latin",2000,276106,Turn Off The Light
0.175,123.976,Sigala,"pop, Dance/Electronic",2018,229813,Easy Love
0.148,110.444,Bruno Mars,pop,2010,222091,Grenade
0.129,146.994,Stereophonics,"rock, pop",2005,297426,Dakota
0.314,114.966,Charlie Puth,pop,2018,186080,The Way I Am
0.0014,182.99,Thirty Seconds To Mars,rock,2005,231533,The Kill
0.367,99.057,Ludacris,"hip hop, pop",2003,213760,Stand Up
0.0687,148.015,Eminem,hip hop,2002,297840,Cleanin' Out My Closet
0.225,121.07,One Direction,pop,2013,245493,Story of My Life
0.223,151.891,Dominic Fike,"rock, pop",2018,177666,3 Nights
0.0543,94.023,Reik,"pop, latin",2018,221653,Me Niego (feat. Ozuna & Wisin)
0.74,92.923,Alicia Keys,"pop, R&B",2009,216480,Empire State of Mind (Part II) Broken Down
0.188,104.036,Leona Lewis,"pop, R&B",2007,262466,Bleeding Love
0.00112,96.021,Miley Cyrus,pop,2009,202066,Party In The U.S.A.
0.0115,116.879,Tame Impala,metal,2015,216320,The Less I Know The Better
0.399,98.077,Panjabi MC,"World/Traditional, hip hop",2003,244666,Mundian to Bach Ke
0.0984,97.565,Khalid,"pop, R&B",2018,229412,Better
0.0798,128.0,INNA,pop,2010,217036,Hot - Play & Win Radio Version
0.0371,162.152,Jimmy Eat World,"rock, pop",2001,165853,The Middle
0.109,144.188,Blazin' Squad,set(),2012,188693,Crossroads - Radio Edit
0.0448,108.984,Jennifer Hudson,"pop, R&B, easy listening",2008,250106,Spotlight
0.508,127.683,Ginuwine,"hip hop, pop, R&B",2003,243306,In Those Jeans
0.00488,123.067,Coldplay,"rock, pop",2005,287906,Speed of Sound
0.00548,126.979,Example,"pop, Dance/Electronic",2011,195466,Changed the Way You Kiss Me - Radio Edit
0.033,171.79,Rob Thomas,"pop, Folk/Acoustic",2005,226640,Lonely No More
0.675,198.065,Mabel,"pop, Dance/Electronic",2019,169813,Mad Love
0.0167,113.0,Liam Payne,pop,2018,245453,For You (Fifty Shades Freed) (& Rita Ora)
0.0322,112.019,Gwen Stefani,"pop, R&B",2004,189333,Cool
0.719,84.044,Hilltop Hoods,"hip hop, pop",2016,239280,1955
0.164,129.964,Taylor Swift,pop,2008,231146,You Belong With Me
0.0175,101.968,Limp Bizkit,metal,2000,321040,Take A Look Around
0.108,94.01,Jonas Brothers,pop,2019,183000,Only Human
0.427,114.016,Milky Chance,set(),2014,313684,Stolen Dance
0.114,115.68,Timbaland,"hip hop, pop, R&B",2009,232466,Carry Out (Featuring Justin Timberlake)
0.0199,104.981,DJ Snake,"hip hop, pop, Dance/Electronic",2016,220573,Middle
0.00165,90.048,Kelly Clarkson,"pop, R&B",2004,198973,Behind These Hazel Eyes
0.0185,105.115,Bruno Mars,pop,2017,217288,Finesse - Remix; feat. Cardi B
0.24,85.979,David Guetta,"hip hop, pop, Dance/Electronic",2014,192560,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)"
0.113,107.949,The Weeknd,"pop, R&B",2015,213520,Can't Feel My Face
0.0206,130.014,LMFAO,"hip hop, pop, Dance/Electronic",2011,262146,Party Rock Anthem
0.0527,160.015,Taylor Swift,pop,2017,208186,...Ready For It?
0.13,75.974,K'NAAN,set(),2009,220520,Wavin' Flag
0.0158,125.01,Rae Sremmurd,"hip hop, pop",2015,200080,No Type
0.217,100.0,Imagine Dragons,rock,2018,189466,Natural
0.0145,126.017,Azealia Banks,"hip hop, pop, R&B",2014,204956,212
0.579,78.996,Britney Spears,pop,2001,231066,"I'm Not a Girl, Not Yet a Woman"
0.0111,124.814,Room 5,Dance/Electronic,2003,212413,Make Luv
0.00281,103.376,Destiny's Child,"pop, R&B",2001,207906,Bootylicious
0.13,139.982,Special D.,pop,2004,185133,Come With Me - Radio Edit
0.0462,142.079,Drake,"hip hop, pop, R&B",2015,205879,Jumpman
0.59,167.078,Alicia Keys,"pop, R&B",2003,366733,You Don't Know My Name
0.0367,112.027,The Calling,pop,2001,208600,Wherever You Will Go
0.0521,84.722,50 Cent,"hip hop, pop",2003,249480,P.I.M.P.
0.106,81.502,Big Sean,"hip hop, pop",2017,222360,Bounce Back
0.358,94.977,Trey Songz,"hip hop, pop, R&B",2007,206413,Can't Help but Wait
0.000233,163.142,Travis,"rock, pop",2001,228800,Sing
0.0176,96.998,Diddy,"hip hop, pop",2006,276786,Come to Me (feat. Nicole Scherzinger)
0.231,192.082,Fabolous,"hip hop, pop, R&B",2003,223973,Can't Let You Go (feat. Mike Shorey & Lil' Mo)
0.0847,130.049,Travis Scott,"hip hop, Dance/Electronic",2016,243836,goosebumps
0.0476,116.948,Nelly Furtado,"hip hop, pop, latin",2006,223080,Say It Right
0.0506,140.043,Chris Brown,"hip hop, pop, R&B",2007,250666,Kiss Kiss (feat. T-Pain)
0.0508,100.01,Baby Bash,"hip hop, pop, R&B, latin",2005,219920,"Baby, I'm Back"
0.0296,114.03,Jonas Brothers,pop,2008,175093,Burnin' Up
0.254,105.678,Westlife,pop,2003,199320,Mandy
0.285,106.986,Gareth Gates,pop,2003,227866,Anyone of Us (Stupid Mistake)
0.157,95.881,DJ Snake,"hip hop, pop, Dance/Electronic",2019,212500,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)"
0.000941,140.002,The Prodigy,"rock, pop, Dance/Electronic",2009,216026,Omen
0.209,75.223,Lana Del Rey,pop,2012,286253,Born To Die
0.277,119.952,Justin Timberlake,pop,2006,276160,My Love (feat. T.I.)
0.0545,171.999,2 Chainz,"hip hop, pop",2013,227906,We Own It (Fast & Furious)
0.0115,140.029,Alexandra Burke,pop,2009,206480,Bad Boys (feat. Flo Rida)
0.307,141.967,Migos,"hip hop, pop",2017,304041,Slippery (feat. Gucci Mane)
0.145,81.931,Will Young,pop,2003,214733,Leave Right Now
0.00133,130.018,September,"pop, Dance/Electronic",2007,209800,Cry for You
0.466,121.03,Lost Frequencies,"pop, Dance/Electronic",2014,138842,Are You With Me - Radio Edit
0.025,127.985,Rihanna,"hip hop, pop, R&B",2011,215226,We Found Love
0.0141,104.003,The Chemical Brothers,Dance/Electronic,2005,393813,Galvanize
0.00564,103.992,Kanye West,hip hop,2007,311866,Stronger
0.00446,125.014,Katy Perry,pop,2012,234653,California Gurls
0.000323,127.952,Lady Gaga,pop,2011,320546,The Edge Of Glory
0.0506,141.967,Chris Brown,"hip hop, pop, R&B",2014,244226,New Flame (feat. Usher & Rick Ross)
0.0838,97.007,Juanes,"pop, latin",2004,216706,La Camisa Negra
0.0145,150.06,Marshmello,"pop, Dance/Electronic",2018,177600,Spotlight
0.0101,79.979,Selena Gomez,pop,2013,231986,Come & Get It
0.000343,143.853,The All-American Rejects,"rock, pop",2005,193653,Dirty Little Secret
0.226,118.903,Christina Aguilera,pop,1999,203333,Come on over Baby (All I Want Is You) - Radio Version
0.0026,179.911,Rudimental,"pop, Dance/Electronic",2013,245186,Feel the Love (feat. John Newman)
0.0561,94.759,Shaggy,"hip hop, pop",2000,227600,It Wasn't Me
0.535,91.97,Lauv,"pop, Dance/Electronic",2018,197436,I Like Me Better
0.327,169.951,Dido,pop,2003,240040,White Flag
0.428,73.881,Mario,"pop, R&B",2009,249026,Break Up
0.151,124.072,Kylie Minogue,"pop, Dance/Electronic",2007,190973,Wow
0.0447,121.491,Lily Allen,pop,2009,201213,Not Fair
0.365,151.181,Erykah Badu,"hip hop, R&B",2000,348893,Bag Lady
0.0597,130.02,Snoop Dogg,"hip hop, pop",2011,195986,Sweat - Remix
0.000986,130.089,Kanye West,hip hop,2013,188013,Black Skinhead
0.0383,193.437,Beyoncé,"pop, R&B",2008,193213,Single Ladies (Put a Ring on It)
0.179,129.965,Mike Posner,"hip hop, pop, Dance/Electronic",2010,213293,Cooler Than Me - Single Mix
0.0043,138.335,Busta Rhymes,"hip hop, pop",2006,214960,Touch It
0.171,119.918,Pixie Lott,"pop, Dance/Electronic",2009,196520,"Mama Do (Uh Oh, Uh Oh)"
0.00043,106.22,Good Charlotte,"rock, metal",2002,190173,Lifestyles of the Rich & Famous
0.00428,126.115,The Offspring,"rock, pop, metal",2008,177826,"You're Gonna Go Far, Kid"
0.0322,96.946,50 Cent,"hip hop, pop",2005,237706,Just A Lil Bit
0.00821,119.993,Mr. Probz,"hip hop, Dance/Electronic",2014,208133,Waves - Robin Schulz Radio Edit
0.654,137.077,Jason Aldean,country,2009,204200,Big Green Tractor
0.0239,153.972,ScHoolboy Q,"hip hop, pop",2014,299960,Collard Greens
